username,location,joined,nrContributions,nrReviews,nrUpvotes,nrFollowers,followers,nrFollowing,following
358kseniak,,Joined in Jan 2016,6,6,0,0,[],0,[]
mattashleyuk,"Framingham Pigot, United Kingdom",Joined in Apr 2006,34,24,16,0,[],0,[]
GVDM2,"Paris, France",Joined in Jun 2011,29,26,9,0,[],0,[]
richardhJ4799FV,"Farnborough, United Kingdom",Joined in Nov 2014,16,10,18,0,[],0,[]
ClaireClarice,"Nijmegen, The Netherlands",Joined in Mar 2014,28,26,13,0,[],0,[]
erikb409,"London, United Kingdom",Joined in Jan 2015,64,61,24,0,[],0,[]
JonHO49,Gardabaer,Joined in Feb 2010,89,89,24,0,[],0,[]
burakozdemir84,"Istanbul, Turkey",Joined in Jan 2011,34,22,39,3,"['abdullahesen', 'hrnsarac', '238edat']",0,[]
JoaoCoruche,"Cascais, Portugal",Joined in Oct 2007,89,79,42,2,"['JoseBranco0001', 'moulesporto']",7,"['joaoPC-Cascais', 'JoseBranco0001', 'eduardof221', 'ritamQ2029XJ', 'justinmycase', 'MariFonseca77']"
Lynneall,Gloucestershire,Joined in Sep 2013,48,43,29,0,[],0,[]
A_FRED_A,Belgium,Joined in Jul 2008,20,20,7,0,[],0,[]
ClareV_12,"Norwich, United Kingdom",Joined in Jan 2012,77,77,24,0,[],0,[]
veturpin,"Troy, Missouri",Joined in Oct 2010,86,86,36,0,[],0,[]
GEM_reiser,"Stavanger, Norway",Joined in Jun 2012,201,190,93,0,[],0,[]
GReview2,"Calgary, Canada",Joined in Jul 2015,1,1,1,0,[],0,[]
gardenhistorian,Winchester,Joined in Aug 2009,134,115,41,0,[],0,[]
magnuso602,"Copenhagen, Denmark",Joined in Jul 2015,5,5,3,0,[],0,[]
OlafSarto,,Joined in Sep 2014,5,5,0,0,[],0,[]
kerronw2015,"Essendon, Australia",Joined in Feb 2008,3,3,1,0,[],0,[]
NannaZ,"Hellerup, Denmark",Joined in Sep 2012,119,73,42,1,['meretez'],0,[]
justjey,"London, United Kingdom",Joined in Jul 2009,365,81,42,5,"['johnnypuravida', 'traveltochurch1', 'Mikael_Habekost', 'peplupo', 'N3501JVmatthewd']",0,[]
Aitorret,,Joined in Mar 2012,61,61,45,0,[],0,[]
KoEswe,"Stockholm, Sweden",Joined in Feb 2015,120,75,50,0,[],0,[]
HannaLacerda,"Lisbon, Portugal",Joined in Dec 2007,78,31,13,0,[],1,[]
CasaMurguia,"Dublin, Ireland",Joined in Mar 2008,130,128,54,0,[],0,[]
Mouritsenbrunnen,"Birkerod, Denmark",Joined in Aug 2008,35,32,53,0,[],0,[]
VintageAsh,"Stamford, United Kingdom",Joined in Jun 2013,21,18,13,0,[],0,[]
Kay549,"Reading, United Kingdom",Joined in Aug 2011,124,111,51,1,[],5,[]
JanniDKcph,"Copenhagen, Denmark",Joined in Jul 2010,25,16,4,0,[],0,[]
dudebrah,"Winchester, United Kingdom",Joined in May 2009,43,32,20,0,[],0,[]
TeeN73,"Prague, Hlavni Mesto Praha, Czech Republic",Joined in Sep 2012,282,282,111,0,[],0,[]
AVALD,"Geneva, Switzerland",Joined in Nov 2012,14,13,6,0,[],2,"['_staa2019', '846hj_rd_sh']"
Pedersen_13,"Doha, Qatar",Joined in Apr 2013,10,8,8,0,[],0,[]
McKJewel,,Joined in Feb 2013,20,20,5,0,[],0,[]
dsp1975,"Bari, Italy",Joined in Feb 2011,14,14,14,0,[],0,[]
Agmsoton,"Shanghai, China",Joined in Dec 2012,221,221,71,1,[],0,[]
Implantmaker,"Bjorkelangen, Norway",Joined in Jun 2007,82,34,20,1,['GudbrandT'],1,['kair705']
Blomst67,"Copenhagen, Denmark",Joined in Sep 2009,1,1,1,0,[],0,[]
TineB,"Frederiksberg, Denmark",Joined in Mar 2009,12,12,4,1,['96clauss'],0,[]
WolleWeb,,Joined in Oct 2013,25,14,8,0,[],0,[]
SkySuite,"London, United Kingdom",Joined in Dec 2010,24,17,44,0,[],0,[]
Sing2011,"Singapore, Singapore",Joined in Oct 2011,127,127,44,0,[],0,[]
ccwinechick,"Santa Maria, California",Joined in Jun 2009,14,11,3,0,[],0,[]
johnpears,"Wigton, United Kingdom",Joined in Nov 2009,141,116,96,1,[],2,[]
Mooz_0,"Amsterdam, The Netherlands",Joined in Nov 2012,108,99,50,0,[],0,[]
baker029,"Rotherham, United Kingdom",Joined in Jul 2011,49,49,23,0,[],0,[]
TopCatScott,"Skellefteå, Sweden",Joined in Aug 2013,4,4,2,0,[],0,[]
Mister71,"Vienna, Austria",Joined in Feb 2013,7,7,2,0,[],0,[]
krzysztofburzynski,"Warsaw, Poland",Joined in Aug 2012,22,22,31,1,['elasta1970'],0,[]
Dizaster81,"Oesterbro, Denmark",Joined in May 2013,92,58,23,0,[],0,[]
BruceSXM,NY,Joined in Aug 2008,190,184,129,0,[],0,[]
LJF76,"Saltash, United Kingdom",Joined in Feb 2013,374,232,145,0,[],0,[]
CathrineTOslo,"Oslo, Norway",Joined in Feb 2009,136,93,38,0,[],0,[]
Geichenko,"Kyiv (Kiev), Ukraine",Joined in May 2008,50,33,8,0,[],0,[]
Z89,"Copenhagen, Denmark",Joined in Apr 2009,35,21,9,0,[],0,[]
johnanthonycooper,"London, United Kingdom",Joined in Oct 2011,15,15,5,0,[],0,[]
Sunchaser56,Hampshire,Joined in Jan 2006,140,111,107,0,[],0,[]
JanetRix,Southend Essex,Joined in Jul 2005,14,10,15,0,[],0,[]
Gudleiv,"Oslo, Norway",Joined in Dec 2011,275,272,172,0,[],0,[]
fromcincy,"Cincinnati, OH",Joined in Dec 2004,36,29,14,0,[],0,[]
LyndaR340,"Waretown, New Jersey",Joined in Jun 2012,78,78,21,0,[],1,['HideawayReport']
SoloGenova,Genova,Joined in May 2010,81,79,45,0,[],0,[]
suphachaipk,Denmark,Joined in Mar 2012,2,2,0,0,[],0,[]
Pastorino,Italy,Joined in Oct 2006,40,40,11,0,[],0,[]
Andreassn,"Hong Kong, China",Joined in Oct 2008,109,107,75,1,['johannahellstrom63'],3,"['johannahellstrom63', '948mikaelm', 'lindagM555WX']"
Sully001,"Cornwall, UK",Joined in Feb 2010,8,8,7,0,[],0,[]
Scandinavianturist,"Berlin, Germany",Joined in Jul 2010,46,40,25,0,[],0,[]
eyedeebees,"Canterbury, United Kingdom",Joined in Apr 2008,107,106,98,0,[],0,[]
Josse,"Kontich, Belgium",Joined in Aug 2006,239,237,133,0,[],0,[]
redroverma,Boston,Joined in Jun 2009,282,142,55,0,[],0,[]
FabiusOne,"Milan, Italy",Joined in Aug 2009,81,71,37,0,[],0,[]
smuk08,Munich,Joined in Sep 2008,8,5,5,0,[],0,[]
SaraSame,,Joined in Aug 2010,2,2,2,0,[],0,[]
shirley_del_horno,"Manchester, United Kingdom",Joined in Feb 2010,26,8,11,0,[],0,[]
Thomas1059,Glasgow,Joined in Feb 2003,19,17,9,0,[],0,[]
EliseD24,"Stockholm, Sweden",Joined in Jul 2007,21,21,5,0,[],0,[]
kristiniho,"Berkeley, California",Joined in Aug 2018,7,7,1,0,[],0,[]
LPoppetHead,"Sao Paulo, SP",Joined in May 2013,125,45,13,0,[],0,[]
CB7982,"Perth and Kinross, United Kingdom",Joined in Sep 2007,263,91,145,0,[],0,[]
remyconstance,"Copenhagen, Denmark",Joined in Jun 2017,12,12,0,0,[],0,[]
mellammw,"London, United Kingdom",Joined in Apr 2010,66,51,64,0,[],0,[]
france5ca,"London, United Kingdom",Joined in Mar 2014,126,65,42,1,[],2,[]
KatieOsborne1,,Joined in Feb 2019,1,1,1,0,[],0,[]
lialeuenberger,"Haute-Nendaz, Switzerland",Joined in Oct 2017,4,2,0,0,[],0,[]
835anestisd,"Athens, Greece",Joined in Nov 2018,8,3,1,0,[],0,[]
422martinsm,"Riga, Latvia",Joined in Feb 2016,87,44,15,0,[],0,[]
ahvyahvyahvy,"Hong Kong, China",Joined in Oct 2015,46,28,6,0,[],0,[]
Turisten123,"Oslo, Norway",Joined in Sep 2012,11,8,3,0,[],0,[]
kathleenmO5526YK,"Mableton, Georgia",Joined in Jun 2018,115,36,34,0,[],0,[]
princess_kaat,"London, United Kingdom",Joined in Jun 2014,214,73,27,1,[],6,[]
LVMUSA,,Joined in Mar 2014,39,28,10,0,[],0,[]
waitamoment,,Joined in Mar 2016,64,64,49,0,[],0,[]
MusicMan2001,"London, United Kingdom",Joined in Aug 2010,196,92,28,0,[],0,[]
djordys,"Rotterdam, The Netherlands",Joined in Oct 2007,6,4,4,0,[],0,[]
mf879,"Copenhagen, Denmark",Joined in Oct 2010,3,3,0,0,[],0,[]
Trinity63,"Manchester, United Kingdom",Joined in Mar 2011,19,17,34,0,[],0,[]
SHTM,UK,Joined in Feb 2010,30,24,11,0,[],0,[]
913micaelam,"Uppsala, Sweden",Joined in Mar 2014,16,9,3,0,[],0,[]
EmilyC59,"St. Albans, United Kingdom",Joined in Apr 2013,35,22,8,0,[],1,[]
jesperhk92,,Joined in Mar 2015,18,13,6,0,[],0,[]
141brentonp,"Porto, Portugal",Joined in Dec 2013,32,29,17,0,[],0,[]
Renatelisabeth,"The Hague, The Netherlands",Joined in Sep 2007,69,50,7,0,[],0,[]
martinpF8640KZ,,Joined in Jan 2016,11,10,3,0,[],0,[]
mjtwilliams,"London, United Kingdom",Joined in Jun 2011,13,10,5,1,[],0,[]
jimn7600,"London, United Kingdom",Joined in Nov 2015,98,82,90,0,[],0,[]
janhj,"Ry, Denmark",Joined in Apr 2009,140,112,33,2,"['Soerensteen', 'Slund555']",0,[]
powderpiper,"Stockholm, Sweden",Joined in Mar 2011,4,4,3,0,[],0,[]
inat,"Copenhagen, Denmark",Joined in Jan 2009,23,14,20,1,['annesofiejj'],0,[]
JJnr10,"Copenhagen, Denmark",Joined in Oct 2007,13,11,1,0,[],1,['HovMester']
RonnyG25,"Linköping, Sweden",Joined in Oct 2007,15,15,1,0,[],0,[]
vadimchleborodov,"Kaunas, Lithuania",Joined in Mar 2016,72,26,43,2,"['thengthanna', 'Theara063']",0,[]
capcaf,"Fredensborg, Denmark",Joined in Jul 2016,4,4,0,0,[],0,[]
682simonj,"Hvidovre, Denmark",Joined in Jul 2016,25,10,2,0,[],0,[]
cykelmannen,"Stockholm, Sweden",Joined in Oct 2008,28,20,3,0,[],0,[]
sakkara11,"Cairo, Egypt",Joined in Jul 2008,591,445,252,4,"['rose19020', 'Calurian', 'FaresA640', '612in_ss']",7,"['Richardwien85', '568sonjah', 'Calurian', 'martinpG4913JQ', 'diananO9215OM', 'Antiche', '612in_ss']"
Sheen_Johnson,"Sorrento, Australia",Joined in Dec 2010,3,3,0,0,[],0,[]
hank2211,"New York City, New York",Joined in Apr 2008,47,43,54,0,[],0,[]
nataliafrank,"Budapest, Hungary",Joined in Jul 2016,4,4,3,0,[],0,[]
855mattiap,"Issogne, Italy",Joined in Nov 2014,13,8,9,0,[],0,[]
uazzeghein,Los Angeles,Joined in Oct 2009,51,51,14,0,[],0,[]
Youneke,"Genoa, Nevada",Joined in Dec 2013,226,220,84,0,[],0,[]
wjurewitz,"Del Mar, California",Joined in Jul 2010,64,62,68,0,[],0,[]
SuzanneNorthLondon,"London, United Kingdom",Joined in Oct 2010,307,290,240,2,[],0,[]
Russ06,"Leigh-on Sea, United Kingdom",Joined in May 2008,241,241,85,1,['Suz_Asbury'],0,[]
QR10,"Copenhagen, Denmark",Joined in Jul 2010,19,19,8,0,[],0,[]
Pinkpanda2108,"Nuremberg, Germany",Joined in Aug 2014,165,128,43,0,[],0,[]
eduardoakins,"Sandefjord, Norway",Joined in May 2015,5,4,1,0,[],0,[]
Andreaskallbom,"Stockholm, Sweden",Joined in Jan 2013,2,2,0,0,[],0,[]
LulaDan,"Padenghe sul Garda, Italy",Joined in Mar 2010,212,209,108,0,[],0,[]
soap88,"Copenhagen, Denmark",Joined in Oct 2010,37,15,4,1,['sirtedb'],0,[]
benjaminvY7566PJ,"Copenhagen, Denmark",Joined in Dec 2020,1,1,0,0,[],0,[]
jda100160,"Kongens Lyngby, Denmark",Joined in Aug 2016,131,129,60,0,[],0,[]
397tobiasm,"Oslo, Norway",Joined in Dec 2018,5,4,1,0,[],0,[]
MrTuvebjer,"Bjarred, Sweden",Joined in Dec 2014,171,82,51,0,[],0,[]
vanemioo,dinamarca,Joined in Jun 2010,5,5,8,0,[],0,[]
jamilaa2018,"Riffa, Bahrain",Joined in Jan 2018,886,160,237,6,"['Foodie_CST', 'srilankadrivertours', 'iccia76', 'BuAli_19', 'EssaAli99', 'ralkhy']",8,"['Omer-Lavv', '359_Severn', 'rdmatt', 'tumbuna', 'BuAli_19', 'wishfrog', 'EssaAli99', 'ralkhy']"
nuerdetgodt,,Joined in Jun 2019,1,1,0,0,[],0,[]
JuliaR480,"Moscow, Russia",Joined in Nov 2011,6,6,15,0,[],0,[]
MonicaL1016,"Copenhagen, Denmark",Joined in Jul 2007,18,6,3,0,[],0,[]
Natassa2015,,Joined in Feb 2015,50,16,28,0,[],0,[]
Alexander_5176,"Fort Lauderdale, Florida",Joined in Oct 2018,3,3,0,0,[],0,[]
mangustavesela,"Copenhagen, Denmark",Joined in Jun 2013,6,6,0,0,[],0,[]
Crobbestad,"Oslo, Norway",Joined in Mar 2008,6,5,3,0,[],0,[]
tronds428,"Stavanger, Norway",Joined in May 2015,27,26,29,1,[],2,"['linnpinn2018', 'helenevs2007']"
theodoras603,,Joined in Nov 2012,42,20,8,0,[],0,[]
callexvi,,Joined in Feb 2018,1,1,0,0,[],0,[]
towisen,"Stockholm, Sweden",Joined in Aug 2007,115,56,12,0,[],0,[]
NJA2011,"Chicago, Illinois",Joined in Jun 2008,31,25,50,0,[],0,[]
CarolineH183,"London, United Kingdom",Joined in May 2013,70,62,45,0,[],0,[]
301myh,"Malmö, Sweden",Joined in Jul 2016,28,13,7,0,[],0,[]
JannineL_13,Londo,Joined in Feb 2013,111,65,39,1,[],0,[]
mikkelh,"Auckland Central, New Zealand",Joined in Jan 2012,68,35,15,0,[],0,[]
P_Anders_L,"Stockholm, Sweden",Joined in Jan 2013,461,456,99,0,[],0,[]
bazza1977,"Redhill, United Kingdom",Joined in May 2009,243,132,95,0,[],4,"['Tripadvisor', 'TravelChannel', 'TimeOut', 'jonny_mitchell1991']"
HairyLion,"Stockholm, Sweden",Joined in Feb 2012,122,99,93,0,[],0,[]
DocCalus,"Farum, Denmark",Joined in Jun 2011,112,87,63,0,[],0,[]
NinaA926,"Larvik, Norway",Joined in Aug 2012,89,60,8,2,[],0,[]
Edelbo,,Joined in May 2014,27,26,8,0,[],0,[]
clarao940,"Rotterdam, The Netherlands",Joined in Jun 2015,5,4,2,0,[],0,[]
Jojobm,,Joined in Dec 2013,34,34,41,1,[],1,['M4736RZdanb']
goldenOntario,"Ottawa, Canada",Joined in Oct 2004,49,32,56,0,[],0,[]
SamTheCalifornian,"Irvine, CA",Joined in Jan 2011,89,88,49,0,[],0,[]
Companion402907,"Buenos Aires, Argentina",Joined in Oct 2012,6,4,1,0,[],3,[]
ntpcsusu,"Copenhagen, Denmark",Joined in Sep 2007,195,76,38,0,[],0,[]
unwantedbagage,,Joined in Jun 2016,4,4,1,0,[],1,[]
Sofieha,"Copenhagen, Denmark",Joined in May 2010,3,3,0,0,[],0,[]
Gar1961,,Joined in Jun 2019,1,1,0,0,[],0,[]
FitchMc,"County Wexford, Ireland",Joined in Feb 2015,6,6,11,0,[],0,[]
michele_pts,,Joined in Aug 2017,2,2,0,0,[],0,[]
WorldKangaroo,"London, United Kingdom",Joined in Oct 2007,212,56,38,11,[],2,[]
EME1982,,Joined in Oct 2019,2,2,0,0,[],0,[]
JackOR101,"Denver, Colorado",Joined in Nov 2011,35,35,117,0,[],0,[]
BlueCitizen,Knutsford,Joined in Jan 2012,27,27,35,0,[],0,[]
panacea97,"Fonthill, Canada",Joined in Nov 2009,15,4,2,0,[],0,[]
lebleuetontarien,"Alma, Canada",Joined in Jul 2017,55,49,25,0,[],0,[]
NotABuckeye,Ohio,Joined in May 2008,124,124,66,0,[],0,[]
AndyP1998,"Wakefield, United Kingdom",Joined in Jan 2008,684,648,237,1,['asnitours'],0,[]
Becks1991,"Wirral, United Kingdom",Joined in Oct 2012,363,222,171,0,[],0,[]
powermanmk,"Clearwater, Florida",Joined in Aug 2014,3,3,0,0,[],0,[]
Lars_92705,"Santa Ana, California",Joined in Oct 2008,298,289,116,0,[],1,['Tripadvisor']
KewoT,,Joined in May 2014,20,16,12,0,[],0,[]
BrendanTheron,"Dublin, Ireland",Joined in Dec 2012,13,13,4,0,[],0,[]
sanyamihova,"Copenhagen, Denmark",Joined in Nov 2016,1,1,0,0,[],0,[]
northofsydney,"Sydney, Australia",Joined in Nov 2015,381,379,226,0,[],0,[]
337diarmuidm,,Joined in Jun 2016,46,46,19,0,[],0,[]
scott9512017,"North Aurora, Illinois",Joined in Sep 2017,77,32,16,0,[],0,[]
GBarney2015,"Reading, United Kingdom",Joined in Apr 2015,84,73,35,0,[],0,[]
305cfc,"London, United Kingdom",Joined in May 2008,142,142,115,0,[],0,[]
christos968,"Athens, Greece",Joined in Jan 2009,37,36,15,3,"['athanasiosv69', 'fotis4p', '488giannag']",0,[]
andrewrK5458JK,"Maidstone, United Kingdom",Joined in Jun 2018,176,60,56,0,[],0,[]
Eaa2128,"Chicago, Illinois",Joined in Apr 2014,159,112,33,2,[],0,[]
garryblower,"Torquay, England",Joined in Dec 2009,245,223,163,1,[],0,[]
426eddiem,"Hammel, Denmark",Joined in Mar 2012,528,503,110,0,[],0,[]
CatherineV1660,,Joined in Apr 2017,24,20,7,0,[],0,[]
MarteOeveraasen,"Elverum, Norway",Joined in Jul 2012,161,54,55,2,"['Armudj', 'pernilled2014']",2,[]
luigidi,"Dublin, Ireland",Joined in Aug 2009,795,337,201,5,[],1,['elianac702']
ManuCH1176,"Bern, Switzerland",Joined in Nov 2007,51,14,9,0,[],0,[]
KarinKvist,,Joined in Oct 2016,55,45,8,0,[],0,[]
alejandroaT4706BN,,Joined in Apr 2018,4,3,6,0,[],0,[]
jpr78,"Gothenburg, Sweden",Joined in May 2007,101,95,41,0,[],0,[]
jengellok,"Copenhagen, Denmark",Joined in Jun 2018,2,1,0,0,[],0,[]
tlccva,"Jenks, Oklahoma",Joined in Dec 2006,164,143,89,1,[],1,['jengmountainlover']
sabrrota,"Milan, Italy",Joined in Jul 2009,957,487,248,8,[],10,"['CNTravellerItalia', 'FedericaDN', 'SilviasTrips', 'matteobJ5841VV', 'Botticelli1961', 'Vanygo', 'IvanoSilvi', 'babalopotnia', 'aventunorock', 'caffegioberti']"
KK2970,"Hoersholm, Denmark",Joined in Mar 2017,17,17,4,0,[],0,[]
jbabed,,Joined in Apr 2017,77,65,10,0,[],0,[]
johnpW9622AL,"Aberdeen, United Kingdom",Joined in Apr 2016,6,6,0,0,[],0,[]
Keffmeister,,Joined in Jul 2016,168,153,22,0,[],0,[]
Roving_Bill,"London, United Kingdom",Joined in Jan 2015,434,384,118,0,[],0,[]
luketduffy,"Hafnarfjordur, Iceland",Joined in Jun 2014,435,351,136,1,[],0,[]
XYl1,,Joined in May 2017,79,62,84,0,[],0,[]
marlina63,,Joined in Jan 2018,4,3,1,0,[],0,[]
56kristjanaj,"Reykjavik, Iceland",Joined in Jun 2016,13,13,1,1,[],0,[]
Wandering_Aengus,"Belfast, United Kingdom",Joined in Jul 2007,481,363,118,0,[],0,[]
staceymbe,,Joined in Jul 2017,23,23,6,0,[],0,[]
sandracul,"Highworth, United Kingdom",Joined in Jan 2004,148,148,79,0,[],0,[]
Jessgrace17,,Joined in Dec 2017,9,9,2,0,[],0,[]
JaquelineLF,"Brighton, United Kingdom",Joined in Jul 2007,79,62,39,1,['petej867'],0,[]
Yioula543,"Glyfada, Greece",Joined in May 2016,40,33,26,0,[],0,[]
linam839,"Hoor, Sweden",Joined in Apr 2016,276,125,20,5,"['toursand', 'leo-experience', 'malessandro488', 'linafri', 'fredbe19']",0,[]
832martynl,,Joined in Dec 2016,4,4,1,0,[],0,[]
Laughing_boy1959,"Droitwich, United Kingdom",Joined in May 2014,145,133,53,0,[],0,[]
debrie123,"Windsor and Maidenhead, United Kingdom",Joined in Jan 2016,139,88,58,3,"['liliamcgill', 'Scf9802', 'kylaagobbett']",0,[]
Budmanri,"Lincoln, Rhode Island",Joined in Feb 2010,826,657,176,0,[],0,[]
staceyg762,"Geneva, Switzerland",Joined in Sep 2017,37,12,14,0,[],0,[]
elle090,london,Joined in Jul 2009,129,129,55,0,[],0,[]
Bence23,"Budapest, Hungary",Joined in Oct 2009,108,81,15,1,[],2,[]
ClearwaterJen,Clearwater/Tampa Bay Florida,Joined in Aug 2009,391,388,154,0,[],0,[]
conaka,"McKinney, Texas",Joined in Aug 2017,55,43,3,0,[],0,[]
linen1990,,Joined in Mar 2017,3,2,0,0,[],0,[]
richardsS9811PI,"Granite City, Illinois",Joined in Sep 2013,29,23,6,0,[],0,[]
Mosh1996,"Falkirk District, United Kingdom",Joined in Jan 2007,20,20,26,0,[],0,[]
aquarius55,Kent,Joined in Jul 2008,53,53,33,0,[],0,[]
AnisahM,"Kuwait City, Kuwait",Joined in Jan 2012,920,186,140,2,"['N8313XGahmeda', 'Shabz4U']",0,[]
Yve75,"Manchester, United Kingdom",Joined in Jan 2014,34,34,19,0,[],0,[]
Suzie13,Halifax,Joined in May 2010,58,47,23,0,[],0,[]
Chelen-B-S,"Manchester, United Kingdom",Joined in Aug 2012,122,74,24,0,[],0,[]
Scotty2908,"Dalgety Bay, United Kingdom",Joined in May 2011,123,114,70,0,[],0,[]
annettestretton,"Skelmersdale, United Kingdom",Joined in Sep 2015,102,58,13,1,['MonkeyWigan'],1,[]
MICKDUTCH,"Carrigaline, Ireland",Joined in Jan 2010,250,216,90,0,[],1,['TimeOut']
Fmanon74,"Annecy, France",Joined in Mar 2017,27,24,3,0,[],0,[]
Stuart153Seaforde,"Edinburgh, United Kingdom",Joined in Sep 2006,315,106,38,0,[],0,[]
RichardS6841,"Aberdeen, North Carolina",Joined in Feb 2013,78,40,10,0,[],0,[]
davla91,"Kent, United Kingdom",Joined in Mar 2017,1,1,0,0,[],0,[]
nickkdr,"Lund, Sweden",Joined in Jun 2016,9,5,1,0,[],0,[]
Alboyd65,"Madrid, Spain",Joined in Aug 2016,32,27,9,0,[],0,[]
ChristineW53,"Swansea, United Kingdom",Joined in Jul 2012,222,48,46,6,"['huwkin', 'barry1984UK', 'rpspellissy', 'kiwixpanda', 'AdrianB498', 'Food_Cocktails_Swans']",13,"['huwkin', 'barry1984UK', '930rhiannem', 'rpspellissy', 'MattyW9', 'kiwixpanda', 'AdrianB498', '999cerir', 'HelenR6666', 'Food_Cocktails_Swans', 'RebeccaM-R89', 'JoanD53', 'dettie76']"
franciscomC1735NQ,"Region of Murcia, Spain",Joined in Jun 2014,3,2,1,0,[],0,[]
Bonetti27,"Ashford, United Kingdom",Joined in Jul 2014,11,10,2,1,[],0,[]
shughesshoes,,Joined in Feb 2013,29,19,5,0,[],0,[]
chelskiBucks,"Aylesbury, United Kingdom",Joined in Jan 2007,87,71,44,0,[],0,[]
davidU2774RU,"Utrecht, The Netherlands",Joined in Aug 2016,10,9,1,0,[],0,[]
lex81,"Ontario, Canada",Joined in Feb 2010,151,105,79,0,[],0,[]
Lucy_T1983,"Halifax, United Kingdom",Joined in Sep 2007,40,39,17,1,['zantonsus'],0,[]
Cupcake1973,"Berkshire, England",Joined in Mar 2009,52,37,38,1,[],0,[]
RuBear2013,"York, United Kingdom",Joined in Nov 2011,73,70,32,0,[],0,[]
FroggerDonkey,"Drogheda, Ireland",Joined in Dec 2007,368,245,127,2,"['leo-experience', 'Ethereum-Tours']",0,[]
ranca2014,"Lyon, France",Joined in Apr 2014,27,27,15,0,[],0,[]
davecA1487MK,"Market Harborough, United Kingdom",Joined in Apr 2013,141,141,72,0,[],0,[]
