storeName,reviewerUsername,ratingDate,reviewHeader,reviewText,rating
PS Bar & Grill,Rafi_Rafi_Rafi,"September 26, 2019",Don’t go there if you are a group over two people and don’t have a danish mobil pay..,"We have been at dinner in the restaurant on the end of September month, 4 friends from different countries. Very nice place with okey food, the problem comes when we asked about the chec ",1
PS Bar & Grill,Susanne A,"September 14, 2019",No as what I was expected!,"Had lunch here with My friends and it was My first visit to the bar. I must say the service was Good but the food was a bit disappointed. Not sure what the big hype is about this place, but I might give it a try Again in the near future.",2
PS Bar & Grill,catwoman666666,"September 5, 2019",WOW,"Tipp fu..ing top!
Loud
Dark
Not so fresh restroom
BUT
LOVED THE FOOD
Bearnaise
Frites
Meat beyond best!
Chicken with spices and fresh lemonsalad
EAT HERE",5
PS Bar & Grill,258cecilial,"August 11, 2019",Bad service ,"Nice interior and good ambience. The food was ok but not remarkable. We ordered a bottle of wine, but when we were about to pay we noticed that they charged for a bottle almost three times as expensive as the one we ordered. We obviously got the wrong bottle and didn’t notice but the waitress did nothing to make up for her mistake, we didn’t even get an excuse",2
PS Bar & Grill,Matthias F,"August 6, 2019",cool place,"Inside and outside seating available , a little bit pricey but with the cool setting okay ... good and friendly service",4
PS Bar & Grill,410helles,"August 6, 2019",Expensive and not always the best food,Had burgers one night with my family - not very good taste and the french fries tasted terrib ,3
PS Bar & Grill,Griffenfeldsgade,"July 23, 2019","Very bad place, with arrogant staff","Stay away from this place. It's not worth a second of your time. The food is bad, the service I arrogant. An the security will throw you out of your not done eating in 5 quarters.",1
PS Bar & Grill,KatheN_12,"July 15, 2019",Not what we thought,"We went there a Friday night a bit late, but kitchen still open ",3
PS Bar & Grill,emcvs,"April 14, 2019",Dinner,There is nothing to say than only the best of our opinions for this place. Must visit place. Do not miss this place whenever visit Copenhagen.,5
PS Bar & Grill,HappyHyggeHome,"April 1, 2019",Mixed feelings about the food,Nice atmosphere and service - starters nice but the Rib Eye Steaks not nice at all - tasted super burned,3
PS Bar & Grill,elliottj997,"March 18, 2019",Recurring theme - AWFUL SERVICE!!! ,"Booked for a table of eight and two additional colleagues showed up unexpected. We kindly asked whether we could fit two extra people on the end of the table and received a straight no from these two girls. They weren’t waitresses, but just seated people when they arrived. It was actually quite shocking... these two girls colleagues were running around like headless chickens serving food, drinks, etc. while they stood at the register gossiping and looking all miserable. Quite shocking. By far the worst service I’ve ever received and as I can this is a recurring theme at this place. A point of advice - sack those two girls and train your staff on how to give service!!!! ",1
PS Bar & Grill,Angela W,"February 28, 2019",We had a booking and were turned away at the door!,"We booked for 4 people and ended up being 5 at the last minute. When we turned up, I apologized and said we were totally fine squeezing 3 people on one side of the table. The response was n ",1
PS Bar & Grill,BaakDK,"February 13, 2019","Good food, low service","What do you do when a bunch of guys with a company card arrive...? you make recommendations for food and wine, ask if more drinks are needed, check if all is okay, take coffee orders after dinner and maybe check for avecs. Did any of that happen? No. When we asked for coffee at the early hour of 21:00 the waiter first had to check if the coffee machine was still turned o ",3
PS Bar & Grill,Ben_around_75,"February 13, 2019",Pizza & Beer ,"I love the atmosphere that has been finally created at this place, it used to be a dead spot in Copenhagen and now it’s an urban Melaka of culinary delight. PS offers great food and great service at a reasonable price. A great place to sit and people watch and like part of the in crowd if that’s your thing, hot spot for the young trendy city life, it’s a must at the weekend and night time if your looking for a cool place to hang out. ",4
PS Bar & Grill,Jackie C,"December 11, 2018",Busy bar,"Booked bar for a sixtieth birthday, but was possibly a bit too young a clientele for us oldies! Having said that, the service and food were excellent ,  a good atmosphere and decor.",4
PS Bar & Grill,Beefsan,"October 10, 2018",Great place for nice dinner with small kids,The place is great for a nice couple dinner including our 3 and 5 year old kids. Food concept allows for mix and match of staple and sides - my son could have steak and spaghetti :-) Staff is top friendly and really sweet to the kids and unlike many nicer places staff simply receives a family with kids as desired and true guests. Place is spacious and welllaid o ,5
PS Bar & Grill,murrayhill529,"September 17, 2018",Fun atmosphere late night for drinks ,Didn't try the food but a couple of drinks with girlfriends and we loved the atmosphere and music in this spot,4
PS Bar & Grill,Darcy Z,"September 15, 2018","Lazy waiters, mediocre food, overpriced","Music way too loud indoors, as most customers sit outside and smoke like chimneys. Our waitress seemed new and her english wasn't too good, so she messed out some of our orders. My daughter also burnt her hand when another waiter put down a scalding hot pan in front of our 2 kids and didn't warn them about it. Food was passable, but what kind of restaurant makes you pay for a sauce? Just stupid. Don't bother eating here, unless you want to sit in the front patio or if you're desperate to eat something in the immediate area.",2
PS Bar & Grill,Bogekko,"August 25, 2018",Boys nigt out,"The worst ever. Bought a very expensive bottle of booze but got told to leave when their outside serving permit ran out, even though we had bought a bottle of gin and quite a few bottles of tonic.",1
PS Bar & Grill,dinsev,"August 12, 2018",TERRIBLE SERVICE - could be hidden camera!,"Must says, great location been there many times for drinks and live in the city, But i have never ever experienced so poor servi ",1
PS Bar & Grill,catew361,"August 1, 2018",Terrible service ,"Possibly the worst service I have had in Europe !!! 

After making a comment about the minute side portion I was given and the expensive ketchup  the waitress verbally attacked me",1
PS Bar & Grill,Ernesto O,"June 25, 2018",Extremely bad servcie,"The food at PS is okay, it's not anything special at all. The tapas like experience is cool, but nothing like eating at a native tapas resturant in Spain anyw ",1
PS Bar & Grill,sooh235,"May 10, 2018",Just pure bad service ,"Waiter r so rude. Call for bill, a waiter ask you to call for another waiter. Normal food. Pure bad service.",1
PS Bar & Grill,Nataliecam,"May 3, 2018",Our order did not meet required KPI per table!!!! ,"Me and my husband were planning this trip since September. We decided to go to Copenhagen to celebrate my birthday. Overall trip went good, except visit to this disastrous plac ",1
PS Bar & Grill,Demett,"April 30, 2018",Never again,It is extremely expensive for what it is. I asked the chicken. But it was two small pieces of a chick with still full of fat. Nothing on the side. I was shocked. I have never seen such an ugly presentation. My boyfriend chose salmon and it was obviously from frozen fish. Service was slow. Wine was really bad. You are seated almost on the lap of next table person. Overall we paid a fortune. I would never go back again. ,1
PS Bar & Grill,J4244BAbrianj,"April 23, 2018",The starter was good but...,I have never been to a place where 5 out 5 steaks was cold when it was served. After a reheat the steak was burned and not for human food. The chef is handling all steaks with bare han ,1
PS Bar & Grill,Jensen88,"April 12, 2018",Ok,"Concept-ish set-up with a menu set to please most and upset no-one. Middle-of-the-road quality and prices just above the mid-range (for Copenhagen). We sampled a few small-plates and shared a pizza – which was ok – albeit somewhat ordinary. Service ok friendly and the atmosphere busy and lively. Would I return? I can’t see myself going there as a planned choice, if I happen to pass by / someone suggested it, I might give it a hesitant second chance.",3
PS Bar & Grill,anon1232017,"April 5, 2018",Beautiful find,A friend had recommended PS Bar and Grill as a great dinner spot and it did not disappoint. Lovely setting and were greeted with excellent service. Lamb and steak were both lovely and extremely well cooked. Delicious cocktails also on offer. Would definitely recommend,5
PS Bar & Grill,estibalizEscobar,"March 1, 2018",Birthday dinner,"Very good food, drinks and service. Nice environment and cool live music. Fully recommended if you wanna go with your couple or with a big group if friends",4
PS Bar & Grill,Heiny,"February 24, 2018",Awesome atmosphere good food,Great place for Friday night w girlfriends! Came for predinner drinks and just stayed... do good gin amd tonic too.,4
PS Bar & Grill,BushBunchTravels,"February 11, 2018",Superb.........,A night out with girl friends and this place was just perfect for a successful evening...... we had a ton of appetizers family style and it was all super delicious....... BUT what really made this memorable was the outdoor ambiance and the outstanding wine........ I will be back for sure!,5
PS Bar & Grill,NikolaosB,"February 10, 2018","Excellent food, service and atmosphere.","Delicious meat, one of the best I ever had. Very nice starters, draught beer, service and environment. Enough space for the customers, something that lots of danish restaurants do not have. In two words, fully recommended.",5
PS Bar & Grill,711lineb,"February 5, 2018",Noisy and probably trendy ,"Visited PS bar with a group of friends, and found it quite noisy and hard to have conversations that we all could be part of. The food is midrange and ok for a casual night out. Remember to order side-dishes as the meat comes with nothing. The place transforms into a club quite early (around 21:30-ish) and if you are into this, I am sure you will find it appealing ",3
PS Bar & Grill,GladaAnkan,"January 24, 2018",Trendy place with good food to reasonable prices,"A very pleasant surprise to see how good the food was with such good prices  (for Copenhagen). Fish or meat,  first or second course didn't matter, it was all very tasty. We found the staff her friendly and helpful.",4
PS Bar & Grill,ShropshireBlade,"December 21, 2017","Good vibe, food ok","This is a large, busy modern day place. Good atmosphere with punchy music is playing but not so loud that you cannot talk. The food is quite good. Scallops starter was tasty but tiny. Burger was very good.",3
PS Bar & Grill,Chacha2018,"November 6, 2017", Nice restaurant / club,"We went ther with couple of friends for a birthday celebration. Appetizers have small portions. Pizzas were delicous, also loved the meat. Nicely decorated, it was very crowded so the service was ok. It wasn't easy to find a waiter. Nothing special about the coctails but has a really cool crowd of locals. ",4
PS Bar & Grill,Michael H,"October 26, 2017","Really nice, but a little to noisy",Really nice place with intimate atmosphere despite of the big sites. The service was prompt and polite and there was nothing to complain abo ,4
PS Bar & Grill,Heiny,"October 7, 2017",Great for drinks,"Haven't eaten here but great for pre-dinner drinks, friendly staff and a good buzzy atmosphere. Will definitely eat here in future.",4
PS Bar & Grill,Paneraifreak,"August 23, 2017","Nice design, service alright, food was alright not the best in Cph.","We had a business dinner here, we came a bit earlier than expected, i ordere ",3
PS Bar & Grill,mattitravel,"July 26, 2017",Fantastic!,"Both food and drinks here are amazing.
Cool design and a friendly staff.
I can definitely recommend the cocktails!",5
PS Bar & Grill,chasles22,"July 26, 2017","Exceptional quality food, a bit pricy","We ordered a small pizza, a burger, 2 wines, 2 beers, tapas for 2 to feed 4 people. The total was something like 150 euros. That's shockingly expensive. That said, the food was indeed fantastic, and the service very good typical European service.",4
PS Bar & Grill,mymlanSweden,"July 21, 2017",Left without ordering,"Our intention was to try the set tapas menu of four dishes, but as my partner is gluten intolerant we asked to change one of the dishes for something he could eat, which was apparently not possible. Also the house wine is a mixed wine.",1
PS Bar & Grill,TNL33,"July 19, 2017",Good dinner and drinks,I have dined 4 times at this locat ,4
PS Bar & Grill,roulag808,"July 11, 2017",Dinner,Review not possible since food wasn't served! Lousy service and terrible communications...kitchen closed at 10 but somehow we weren't informed and we ended up with a bottle of sancerre and a pitcher of gin without food...,1
PS Bar & Grill,perbuhl,"July 11, 2017",Great spot in city of copenhagen,"This is a very modern and cozy place, in a combined area with some other great Restaurants like The Market and El Nacional from the same 'family owner'. PS is where you begin and finsih with a drink, and take your teenagers for a nice meal.",5
PS Bar & Grill,iknolm,"June 13, 2017",Popular place,Nice place for an evening with colleagues or friends. The food is good but you don't go there for it. You come there for the atmosphere and the setting.,4
PS Bar & Grill,Peyman J,"June 13, 2017",racist employers,"I (Born in Iran) and my two Danish friends decided to grab a couple of cocktails at PS bar & Grill. As I am about to pass the guards, I get stopped, and he asks me where I am from, which I answered Norway. The guard does not believe me, even though I am speaking Norwegian to him, and wants me to prove to him that I am Norwegian before he will let me in. I therefore have to pass a pop quiz about Norway and show my Norwegian ID before he will let me in even though I am living in Denmark and showed him my Danish ID wish was not good enough. Now some of you will probably think it's normal that the guards checks ID, but my Danish friend who walked in front of me was wearing shorts and T-shirt, and he got in no questions asked. As I finally got accepted by the guard, it was my other Danish (half Danish half Serbian) friends turn, and he has a hipster beard which some people mistake him for being a Muslim. The guards stopped him as well because they wanted to talk with him, so I thought I could crack a joke to ease things up. So I said: ""He is not Norwegian, so he should not get in"" while laughing. The guard then answered: I am more scared of him wearing a bomb blowing us up. Not I m agnostic, and my two other friends are don't really care about religion but are Christians on paper. I would advise people from supporting a business that accepts racism.",1
PS Bar & Grill,jtierney0407,"June 9, 2017",Racist bouncer ,Would have been such a great night if the bouncer wouldn't have been so racist ,1
PS Bar & Grill,bbbbbbbbbbbilly,"May 21, 2017","A nice spot, but slow food",I and my coworkers went to this restaurant for some good food and a nice evening ou ,3
PS Bar & Grill,Dero05,"May 17, 2017",Trendy place to hang out in Copenhagen,It was fun evening I had with my friends. The crowded really cool.. You can dine and drink in the same time. I didn't have meal but it's seem foods are good there. Had DJ and music was perfect at the end of the night all the staffs danced together with us. It was super fun !! ,4
PS Bar & Grill,DarbWPB,"May 12, 2017",Great for Lunch,A great place to stop and take a break for lunch. So happy with the food. The port belly was excellent. And the pizzas are great also. Super service. Prices on the menu were in both Euros and DKKs.,5
PS Bar & Grill,Maddeaurora,"May 6, 2017",Great food,The food is amazing! We ordered three starters and two main courses to share between the two of us. The restaurant was really crowded but the service was good. I would definitely recommend this place!,5
PS Bar & Grill,kenny269,"April 14, 2017",Perfect,"Fantastic!! The starter with chicken wings was good, the main course with tapas and baby ribs where perfect👌the staff was totally amazing☺",5
PS Bar & Grill,Sallyvalleyballey,"December 20, 2016",Business minded ,"If you want to meet people in Cph and have a great steak, good drinks and listen to house. This is the place. The food is impeccable, drinks aren't bad. Service is excellent. The crowd is mature, working people (27+) I'd say. Not a teeny bopper place basically. Nice to chill there. ",5
PS Bar & Grill,ardiankurtolli,"December 12, 2016",Very good meal.,"I was introduced to this place by my friend Michael who is a local. We went for dinner, and i must say the food was very amazing. The meat was perfectly cooked and the service was pretty good. I really enjoyed it. Also the side dishes were okay.",5
PS Bar & Grill,janl825,"December 10, 2016",Nice place,Nice place. Informal. Food rather basic. Atmosphere very good. Service average. Nice location. Overally good.,4
PS Bar & Grill,mick2912,"November 15, 2016",Lucky to get in !!,"Bit of a lads weekend in Copenhagen and had tried to book this place in advance for dinner, but it was fully booked which i took as a good sign ! anyway after a stroll around the city and sampling the local beverages we ended up wanting to dinner earlier than expected and thought it was worth a walk up. Now although we were a group of 8 pretty respectable blokes i was doubting they would accommodate us, but to be fair they did. We all had a variety of starters and mains and although the starters were on the small side they were really good, from the pork belly, scallops to the chicken wings. The mains were good as well, a few of us had the burgers and they were lovely but they were served pink, so beware if you don't like that. The steaks were perfect, the lamb was amazing !! No problem at all with the service either even though as the evening went on this place got busier and busier. Everything was top quality, i certainly would go again and would recommend !",4
PS Bar & Grill,579AdamS579,"November 4, 2016",Food was good,The food was ok. We were a group of 30 pax that had booked an evening were we was supposed to get Danish christmas food but it didn't work out that way. We got a stew which was tasty thoug ,3
PS Bar & Grill,MissLaFlamme,"October 16, 2016",Good Spot,"Came here for dinner after the power went out at the first restaurant we went to.
We ordered an assortment of different appetizers. The service took longer than it should have but the food was good.",5
PS Bar & Grill,Linesidsel,"September 30, 2016",Bad and arrogant service,"We were asked to pre order the menu, as we expected to be between 7-10 people. Further, we were asked to book the exact number, as we otherwise could not expect to get places for all. We booked for 10, but did say that we could not commit 100%. Unfortunately, one person couldn't make it. The 9 was then then asked to pay for the guest nr 10, and we didn't even get the fo ",2
PS Bar & Grill,bluefoxx79,"September 22, 2016",Good but...,"Too much noisy! Too dark! Music is too high! You can't speack each other, you can simply scream with you next neighbour. That's not good. Food is very very nice",2
PS Bar & Grill,Marcus W,"September 10, 2016",Nice atmosphere ,We raised the average age by 20 years. Dispate that the place was really cool. A bit rough with modern touch. Food was good. Price was in the midhigh range. Had Rib-eye with strips. Meat was nice a perfect medium rare cooke ,4
PS Bar & Grill,Thomas M,"September 1, 2016",Lunch in Copenhague ,"One of the best place for lunch we found in Copenhague
Special mention for the 4 snacks of the day
Tasty Plate wit very nice people",5
PS Bar & Grill,Marijke J,"August 20, 2016",good pizza,We stopped here for a late lunch. Slow service even if almost empty. Pizza was very good. So the experience was ok in general.,4
PS Bar & Grill,jornn-no,"July 27, 2016",Waaaiting...,"Drinks arrived promptly, but it took about an hour before the food arrived even though the restaurant was only about half full.",3
PS Bar & Grill,Elisabeth M,"June 17, 2016",Trendy place,Really trendy place in the centre of Copenhagen. The interior is cool and the service was ok. As it is a combined bar and restaurant it's quite noisy and I wouldn't recommend it for a romantic dinne ,3
PS Bar & Grill,bentoveb,"June 15, 2016",Celebrating my sons bachelor,It were our first visit to PS Bar & Grill. We have booked a table for 3 and got as wished one of the low tables. It is a bar like restaurant and we felt it cosy but also a little noisy. The service were good and the food lived up to our expectations - so all in all it were a very good experience,4
PS Bar & Grill,Thomas A,"June 8, 2016",Never fails,"PS Bar and Grill in copenhagen have yet to disappoint, been there with friends, with work and with romantic company. The ambience of the place is just perfect and a special mix between high-end and urban. You can go for an light lunch or a crazy dinner - dishes is tasty, well priced, unpretentious and super great to share, especially the large selection of snacks. Nice bar with great shots at the classic cocktails e ",5
PS Bar & Grill,Folmer1969,"June 1, 2016",Cozy in-place with club-atmosphere during the evening,"Excellent food, well cooked, both for lunch and dinner, both relaxed business as well as for private pleasure - choose from a short but nevertheless interesting menu car ",4
PS Bar & Grill,Daanfritz,"May 27, 2016","OK bar, stealing bartenders",Had some nice drinks but 2 different bartenders tried to rip us of by not returning the correct amount of change (hiding 10-20 euro's in change!). Because it happened 2 times in a short amount of time this was no coincidence we think. So be aware!,2
PS Bar & Grill,jpflying,"May 4, 2016",Just OK,"Service is actually ok besides the fact that the only once smiling were the guys showing us to the table. We got the needed attention, food was ok but nothing more than that. Be aware that snacks are really small portions so you can easily order more than one if you need starters. Wine was a bit to warm and the place is a bit noisy. Good place for larger groups.",3
PS Bar & Grill,sofieh786,"April 20, 2016",Really nice restaurant,"Nice atmosphere, excellent food and nice drinks ! There was a really nice bartender helping us chosing the perfect drink before dinner. And all the staff were wery helpful.
And the meat !! Really, really good !",5
PS Bar & Grill,SoBe8889,"April 17, 2016",An average bar & grill near Stroget,"This kind of restaurants are now quite popular in many western cities. The service left something to be desired for, as it took a while to be served, and also it seemed that the staff was not that familiar with the menu. I ordered a pizza, and that was not the best choice as the pizza base was so hard that it is practically impossible to cut. I cannot recommend this place. ",2
PS Bar & Grill,bonniebetsy,"March 25, 2016",Very poor customer service,"Great food and super fun atmosphere but was very disappointed with the service. I had requested a large table on the phone when making the reservation, but when our group came in the hostess sat as at a back corner table. I politely inquired and she rudely spat back at me that there was no note on the reservation saying that, in front of my whole group mind you, as if I were lying. I asked if we could be notified if ANY other table became available and she said it was absolutely impossible. As a manager of a restaurant in LA, I was shocked by her attitude of making the client feel that they were in the wrong, and refusing to let us know if anything changed. Really poor customer service and for that reason I will never go back. ",2
PS Bar & Grill,cocoboo8,"February 17, 2016",Nice place for drinks ,PS Bar is a pretty cool and in place to go for food and drink ,4
PS Bar & Grill,MikaSutinen,"January 2, 2016",Worst service in Copenhagen ,"Everything possible went wrong with this visit. Poor service, bad food, poor drinks. Felt sorry for the owner of this place.",1
PS Bar & Grill,pdp61,"December 27, 2015",good ambiance,"good ambiance, food ok ,starters a bit small,overcooked pizza and lack of desserts. Music on and reasonably attentive staff ie rapid.",4
PS Bar & Grill,Jensen88,"December 7, 2015",Good atmosphere,"Sort of trendy place with a predominantly young crowd, good atmosphere, busy and buzzing. Alas, with somewhat average food and service.",3
PS Bar & Grill,Zakk77,"November 21, 2015",excellent surprise,"Nice Young vibe and athmosphere in this restaurant. Service was good, food was excellent. I had the veal dish, yummy. House wine was also good, i'll most likely visit here again.",5
PS Bar & Grill,AndersMonrad,"November 8, 2015","Good vibe, young crowd","Well, you set what you get. Stylish dished with lots of meat, fine wine, fast serving, lively crowd. As the evening went on, the restaurant transformed to a bar, and the crowd for younger and younger, and we: older and older. So, come early for food, later for drinks",3
PS Bar & Grill,1959late,"October 31, 2015","Good food, average service","This is place where you can go out with a big group and get served a good 3 course dinner. Was at PS with a group og 25 people and we had a good dinner experience. The service could have been better, looked like they where under staffed. ",4
PS Bar & Grill,Kristina M,"October 13, 2015",Excellent restaurant with first-class food!,"This restaurant is one of the top restaurants in Copenhagen, based on both quality of food and the service level. The barbequed food tastes lovely and the staff are never late to smile or go out of their ways to do something extra for the customer. I want to recommend this restaurant strongly, both for meat-lovers as well as the ones who prefer meat or even just vegetables cause they have a variety of different side-dishes such as salads and other vegetable varieties. Go there and enjoy! =)",5
PS Bar & Grill,sirilande,"September 30, 2015",Great food and customer service!,"If you want a great alternative to Madklubben or any other grill/steak restaurant in Copenhagen,- this is The place to go.
Friendly and cool staff, great food and a good wine selection.",4
PS Bar & Grill,Greatdane07,"September 1, 2015",Great after work atmosphere and the food is fantastic,"A must for any Friday with a few colleagues or friends (or Monday - Sunday for that matter). Me and my colleagues visit PS probably 3-4 times a month and it rarely disappoints. The atmosphere is fantastic, great clientele, vibe, music and the food is fantastic. The service could be better but there's a full hou ",4
PS Bar & Grill,Tibor1970,"July 29, 2015",Good value quality food,"I like this place a lot. It's fast, convenient well-located. It serves tapas, pizzas, hamburgers, so you can come here with a larger group and everybody can choose according to his/her preferences.",4
PS Bar & Grill,Queckdk,"May 20, 2015",Excellent food,Having visited this restaurant three times within the last four months I have never been disappointed. The food is great and compared to the prices it is highly recommendable. During the weekend the restaurant is additionally a good place to hang out for drinks.,5
PS Bar & Grill,winylake,"March 21, 2015",Enjoyable lunch,"Had lunch and it was very positive experience. Tasty salmon, yummy burger and good house wine. Friendly service and quite reasonably priced. Salmon dish around 20€, burger around 22€. popular amongst locals, which is always a good sign.",4
PS Bar & Grill,SoerenAN,"November 4, 2014",Simply excellent,"Great welcome, nice ambiance, good location, nice staff and really delicious food. We had lamb shank, pork belly, lobster and cod for mains, and it was delicious. A place to return to",4
PS Bar & Grill,petraeh,"October 27, 2014",Coool place - Super tapas - service to be improved,A hip cool restaurant in the center of CP ,4
PS Bar & Grill,kaaber,"October 18, 2014",Big disapointment,"Went there with business friends for a dinner on a slow Monday. It was pretty lively and not a quiet place so don't go there for romance. The service was really bad, a lot of misunderstandings on simple stuff. It's a steakhouse so I ordered their Ribeye - also here I was disappointed. Well cooked but not good meat. I could go there again but only if I need some action and it would be the bar that was interesting.",2
PS Bar & Grill,VS2010,"July 5, 2014",Great Bar,"We had pre-dinner drinks at the PS bar. We shared an outdoor table with a group of others. The service was friendly and the cocktails were great. Try the Cucumber Gin. Would definitely recommend a drink here. Didn't eat or go inside, so I can't comment on that.",4
PS Bar & Grill,BBChef,"June 13, 2014",Great suckling pig and gluten free options,"We entered this restaurant by mistake, I was looking for another restaurant and thought it was it only to discover my mistake when I got the me ",5
PS Bar & Grill,817TJ,"June 11, 2014",Wonderful,"We stpped by for lunch, straight from the airport, jet-lagged and fairly miserable, and we were rejuvenated by the urban-modern decor, the excellent wine and beer, and perfectly prepared food. The fried salmon was a great success, as was the crab sping rolls. I recommend a visit for anyone who is near!",5
PS Bar & Grill,Cristiana C,"April 19, 2014",best place in Copenhagen,"Amazing place, lovely atmosphere and good music.
The cocktails are really good and the staff is friendly and helpful.
I totally recommend this place.",4
PS Bar & Grill,Tikkeni,"March 8, 2014",Over cooked meat,Great tasting meal with lots of flavor. Great service. Nice atmosphere with good music. Good quality meat and greens - but both of our steaks was over cooked and dry :-/,3
PS Bar & Grill,Hermez-cz,"February 28, 2014",Excellent food in a lovely atmosphere,"Amazing design, very kind staff, great wine and delicious food from starters to main dish and dessert. If you want to eat in Copenhagen and the concept of grill suits you, this is the right place for you.",5
PS Bar & Grill,RNdinner,"February 26, 2014",Comfort food in buzzing place,"This is the new kid on the block in Copenhagen and it looks like plenty of locals use this restaurant before they go out on the town ( located where The Lot used to be ), which unfortunately means very loud music and in need of some better Air Conditioning. The food is okay, a selection of starters/snacks such as fried squid, fried chorizo, glazed short ribs, foie gras terrine and so on. Then also a selction of pizzas and cuts of meat, a few fish dishes and then a bunch of side orders. Now I have been there twice and unfortunately the service is so so so slow ( maybe cause its too busy but hey then hire some more staff ). Due to the loud music ( at least during dinner ) prepare yourselves that if you are more than two it might be difficult to have a conversation. They serve white and red Sangria which is a fun touch..",3
Klai's,Gunnar G,"June 15, 2018",Very good small restaurant,"Three of the four courses we had were excellent: the strawberry-gazpacho, the courgette flower and the dessert. The main course was disappointing for us.",4
The Grid,JamesBrown0922,"March 11, 2019",Great bar in CPH!,Really good service and nice drinks - the atmosphere is good and its a really cool concept that you won't find elsewhere.,5
The Grid,Nicole L,"September 21, 2018",Cozy and nice bar,"Really cool concept, great staff and nice selection of beverages. Definitely worth a visit! 
Tip: Try their mana potion cocktails!",5
