storeName,reviewerUsername,ratingDate,reviewHeader,reviewText,rating
Brod Vaerten,332henkv,"May 15, 2018",Een broodje voldoende voor twee personen!,"Deze broodjeszaak zat vlakbij het appartement dat we met vier familieleden voor 4 nachten huurden. We hadden trek en bestelden broodjes. Een van de dames bediende en nam alle tijd voor uitleg van de deense teksten en om ons te helpen bij de keuze, die ook nog verschilde: koude luxe en warme gewone. Uiteindelijk bleken ze zo fors van grootte en beleg dat we vroegen om ze allemaal in tweeen te snijden, de helft terplaatse te nuttigen en de andere helft mee in een goede zak, zodat we de volgende dag nog konden genieten van het tweede deel. Het waren top-broodjes!",5
Brod Vaerten,aneknud,"September 21, 2016",Mide i jordbærkagen,"Der var en maddike/orm/mide i den (i øvrigt rimelig kedelige) jordbærkage, jeg købte for 80 k ",1
Thaiboksen,Villaolsen,"August 25, 2017",Fresh ingredients but no taste,"We were 8 and order 8 different dishes to share.
The veggies were super fresh but the dishes were all watery and with no taste.
Tried again a couple of weeks later with my family and it was the same.",2
Letz Sushi Norrebro,SofieTilla,"August 21, 2017",Nigiri that tasted of ammonia,"I picked up sushi this Friday and got the ""sizzling nigiri"" - and the two nigiri with white fish tasted of ammonia. As I called the shop to let them know, I was offered a 10% discount on my next sizzling nigiri, which is nothing short of an insult, considering that I threw out 33% of the first order. This means that there is no compensation for my trouble or bad experience but that I get to pay a reduced price for the fish I threw away  ",1
Letz Sushi Norrebro,995henrikh,"February 14, 2017",Sushi from the supermarket is better,"Awfull atmosphere - more shop than restaurant, I suspect the fish used was frozen - it had a strange smell. Young people with no knowledge in the shop. Not regular educated waitresses or chefs!",1
Letz Sushi Norrebro,Tobias C,"October 11, 2016",Very good sushi but poor service,The sushis at Letz are very good and creativ. The only thing that bothered me was the mood of the waitress. She was very unwelcoming and had serveal argument we other staff members in the kitchen that could be heard in the dining room. When she realized that she just turned up the music and left into the kitchen again. While we had our lunch several guests left because they were not served.,4
Wan Hao,CPP18,"February 15, 2019","Good restaurant, easy choice for having a dinner without thinking too much.","I was there to try their buffet , The place is clean the service is good the waiters are kind and speak danish and english the food is fresh tasty and delicious and there was plenty of choice ( it is a good place also for vegans and vegetarians) also the ice cream and the espresso coffee were good, the only "" but 'was cause they were missing some of the food that was sold out but here in Denmark has been winter vacation and they have been constantly working with plenty of customers so it is understandble . considering all, the relation food quality and price is also excellent and that makes this restaurant a very good choice for families especially big families, I only give 3 point on 5 for 2 reason, one cause there inust be always place for improvement and second cause the food is not organic, if it was this would be a great place .",3
Wan Hao,Loyche,"August 4, 2018",Buffet when it’s worsts ,I also this place several years ago- Now I do remember why I do not needed to visit agai ,2
Wan Hao,benjaminl338,"March 30, 2018",Day care or restaurant,"We love kids, we are always out with kids, kids should be visible and can have fun. This however was horrible. Kids of guests and of the restaurant employees ran around constantly and were yelling ",1
Wan Hao,GC-Aircom,"December 4, 2014",Reasonable quality to affordable price,"Here you find a large selection of different food, with reasonable quality. You can eat Sushi, Chinese food, and Mongolian barbecue, all you can eat 128 DKK. (17 €). To that you can add free ice-cream and coffee, the service is good and the staff is very friendly. We normally sit next to the double-decker running sushi (add a few €) where you will find sushi on the lower deck, and Chinese dishes at the upper deck. Best time for sushi is around 18 to 19 in the evening where there is a bigger verity of sushi, served by the “next door” sushi take away. Not a culinary experience, but a decent place to eat.",3
Wan Hao,Norman L,"March 17, 2014",Decent all-you-can-eat Asian + running sushi,"We return to this restaurant for several reasons: the kids love to sit next to the conveyor belt of the fresh items on the ""running sushi"", the adults enjoy the variety of the sushi and hot dishes available in the buffet, as well as the ""Mongolian grill"". Nothing outstanding, for something for everyone, and the price is reasonable for Copenhagen- 1000 kroner for 4 adults and 2 kids.",3
Mama Rosa,Wayne_Banks,"May 6, 2017",Great salmon main course ,"Was in the city for work and had some lunch and have to say in was a very good meal, nice coffee, great waitress. Need a revamp but apart from this was enjoyable.",4
Mama Rosa,Shirley H,"February 7, 2017",Coldest restaurant I have eaten in,"Ordered food and drinks. Starter of calamari very fresh and tasty. Restaurant was very cold and did not remove scarves or heavy coats during visit. Pizzas very fresh and tasty. Restaurant has no atmosphere (maybe completely different during warmer weather). Asked for bill and was overcharged, waiting saying he had made a mistake during ordering??? Overcharged and then he added 12.5% service charge, plus a charge for using a credit card. Spoiled the evening, beware of this.",3
Mama Rosa,dtp74,"March 24, 2016",Great pizza,"This is my favorite local pizzaria, they serve italian style pizzas with the opportunity to have wholegrain dough, wich i recommend!

I strongly recommend the signature pizza Mama Rosa for vegetarians!",4
Mama Rosa,Laura M,"March 25, 2014","Mama Rosa, Copenhagen pizza bella!","Looking for somewhere to eat in Copenhagen, that has a warm friendly, cosy atmosphere with good service and good fo ",5
Mama Rosa,Tereza C,"November 16, 2012","Reasonable price, good food","I had chicken wings in this nice restaurant while visiting Copenhagen with my Danish friends. Good food, simple atmosphere, nice service.",3
Punjabi,Kathrine L,"September 28, 2018",Tålmodigheden skal være stor og sulten lille hvis du skal have mad herfra!,"Meget lang ventetid må man sige... Leveringstiden var sat til 1 time og vupti 2 1/2 time senere er der mad. Maden var smagsmæssigt fin nok, dog kold (måske den har været længe på farten)... så jeg tror nu jeg vælger et andet sted næste gang jeg skal have indisk mad!",2
Punjabi,kpz71,"December 21, 2017",Kan ikke anbefales pt.,"Maden er standard indisk så det er fint nok. Så stopper det den positive kritik desværre også. Man skal konsekvent lægge 50% ekstra tid på ved bestilling.. så hvis de siger 20 minutter er det en halv time. Da jeg betalte skulle jeg have 21kr tilbage og fyren gav mig kun 20kr uden at trække en mine, du må meget undskylde hvis jeg vil give drikkepenge, skal jeg nok selv bestemme hvornår! Hvis han ikke har en krone så sig det og beklag det. Gud hjælpe mig om at jeg heller ikke får det hele med.. og skal tilbage i butikken og have det. Jeg har købt mad i Ounjabi og har været tilfreds, jeg har dog nu tænkt mig at købe indisk andre steder, indtil de får styr på deres kundeservice.",2
Mät Copenhagen,721piaw,"December 27, 2019",Just bad. Tasteless food and bad service. Waited a long time although it was almost empty. ,"Just bad. Tasteless food, bad service. Lots of waiting and very few healthy options. And way too pricey for the crappy food!",1
Mät Copenhagen,Lex2582,"December 27, 2019",Worst service,"This is an all you can eat place, pay and eat all you want for 2hrs. You can order 3 dishes at a time. I don't know what was going on but it took 20 mins to get our drinks and an hour to get our first initial order. The wait staff did not relay any delays to us not apologize for the wait. When we asked how long the waiter said ""I don't know"". When I asked how the drinks worked, I was told and then I ordered a mojito then the waiter walked away without even bothering to ask the other 2 people with me what they wanted. When my boyfriend went to the bar to order for himself the girl behind the bar just kept saying ""what"" to him and then our waiter just walked by him and said it's broken. And didn't ask if he wanted anything else. I heard another woman complaining about the wait as well for her food. It's a shame because the food was decent but the service was trash. ",1
Mät Copenhagen,Silvia B,"November 15, 2019",Dirty,"Well.. to find a really clean glass good luck, all dirty, not well washed.. I mean just go to another restaurant",1
Mät Copenhagen,Ronaldo2100,"November 1, 2019",sh** concept,"You cant order only one dish to eat, you need to order UNLIMITED Food for about 150DKK per Person (max . 3 Dishes, 2 hou ",1
Mät Copenhagen,396joanie,"October 26, 2019",Food never arrived,"Don't bother with this place- the idea is you order, eat, order more for a fixed price for 2 hours. We still were waiting for a drink almost an hour after arriving, having asked twice what the problem was. We gave up and left, really hungry by this stage. I can see how this concept could be quite profitable if your customers only get served once in the 2 hour window...",1
Mät Copenhagen,heikeh284,"October 8, 2019",Too bad,Sorry but your concept didn't work for me. 3 of 5 vegetarian dishes were out. How can that happen with just 10 people eating there. Cards were not accepted but nobody told us. Had to pay in Euro but on a bad exchange rate...,2
Mät Copenhagen,Mischa102,"September 27, 2019",:-/,There is a lot to improve he ,2
Mät Copenhagen,txtxtl,"July 27, 2019",Good concept poor execution,"Great idea and was very excited to visit but felt extremely let down by the very slow service. We visited early morning when it was pretty quiet but despite this our food still took forever to arrive. Portions were very small and some things were bland. We were told one of our orders wasn't available only after the rest had arrived, and weren't offered the opportunity to replace it with something else. Our second order also came with something missing that again wasn't replaced. There was only one waiter who was very nice but completely rushed off her feet running around. May as well go for a normal meal somewhere else instead as the concept here did not work at all.",2
Mät Copenhagen,Worldwatcher,"July 18, 2019",OK lunch,"The all-you-can-eat menu includes a good variety of open faced Danish sandwiches. All were quite tasty, especially the little sliders. Service was pleasant and efficient and the prices were reasonable, at least for Copenhagen. An OK place for a quick lunch, but would not go for there for an evening dinner.",3
Mät Copenhagen,_str_sh2016,"June 20, 2019",Stay away ! ,"Absolutely horrible! The food was worse than low quality, it had no quality at all ! Feelt like microwave food.",1
Mät Copenhagen,rome572,"May 3, 2019",Only Once,"Low quality - the food was not freshly made, the drinking water was luke, toilets not clean. Maybe we were there on ""a bad day"". But we will not come back again to see if the experience will be different.",1
Mät Copenhagen,Manchontravel,"April 14, 2019",Not my best experience,"This place offered the “All you can eat” option, which is quite common in Copenhagen. Here for a dinner with colleagues, we found the staff to be rude, unfriendly and unprofessional. Food did not taste good either. It is not a place that I remember.",2
Mät Copenhagen,mykhayl0p,"March 24, 2019",Great buffet,"Great place for a dinner and some beer. Excellent all-you-can-eat/drink offering in a prime location of the city.
Try their miniburgers",5
Mät Copenhagen,ohnonotalicia,"March 21, 2019",Great value and tasty food,"Went for the all-you-can-eat style dinner, and the food was nice... a variety of different dishes from beef tartar, to mini burgers to falafel. About 20 different dishes to choose from, which was probably just about enough. They didn’t have any of the steak that was on the menu, which I was sad about as it sounded lovely. I contented myself with several helpings of the salmon thou ",4
Mät Copenhagen,Mariadyreborg,"March 14, 2019",The food was really lovely and well presented and you got A LOT for your money,"Mostly just good things to say about our lunch here. You really got a lot of food and drink for your money. And the best part, the food was sooo good and very well presented. Friendly and helpful staff! Parts that could be improved was that the glasses had some discoloring that didnt look nice and the toilet was very smal. But all in all this place was a really lovely surprise and I will absolutely come back!",4
Mät Copenhagen,Trek769670,"March 5, 2019",Amazing drinks and great service!,"My friends and I went to Mat to have a few drinks. We ended up staying there for several hours because the drinks were amazing - especially the strawberry daiquiri and the mojito, and I don't even like mojit ",5
Mät Copenhagen,Lauren R,"February 18, 2019",Good value,Enjoyed the unlimited 2 hours of food and drink which was decent value for mon ,4
Mät Copenhagen,shimmyz2016,"February 14, 2019",Amazing time,Amazing we had such a good time would completely recommend to travelers definitely get your bang for your buck! We had such a good time! Amazing service and amazing food!,5
Mät Copenhagen,elijahsilverman,"February 14, 2019",Great all you can eat with amazing waitress,Went to Mat for some all you can eat with some friends. Really amazing food and a good atmosphere. Best of all was the service. Ruth specially was very helpful and super sweet. Would recommend to anyone who wants to eat some great food and get some really special service.,5
Mät Copenhagen,Walentino931611,"February 12, 2019",OneofTheGoodOnes,"Excellent service, the manager greet us with a smile and provided us with cold drinks and friendly environment.",5
Mät Copenhagen,Daniel F,"February 8, 2019",Fantastic,"Ruth was so sweet, i celebrated my birthday at mät. She was professional and dedicated. This aint the last time i visit mät",5
Mät Copenhagen,Ligia-Denisa V,"January 30, 2019",Thank you very much for the nice experience,"Loved this place, warm and welcoming.
The staff are very friendly and the food delicious.
Highly recommend Mat Copenhagen!",5
Mät Copenhagen,Sigrunherd,"January 29, 2019",Fantastic food & great service,Higly recommend Måt Copenhagen which we stumbled on by accident. The food was amazing and the waiter (who is also the manager 👍) was super helpful & friendly! We are defently going there again.,5
Mät Copenhagen,Kelly C,"January 5, 2019",Great bar and burgers,"Loved this bar, warm and welcoming. Nice staff. Perfect if you love mini burgers! Visited a couple of times during our stay",5
Mät Copenhagen,Jdkskslsslmsm,"December 28, 2018",Very bad,"Angry staff, bad food, very very tiny dishes. Waiter messed up our order and they were mad about and blamed it on us. Wouldn’t recommend this place for anyone.",1
Mät Copenhagen,Ulle97,"December 7, 2018",A very bad service,"the food is fine, but the customer service was horrible. They didn´t smile they ignored us when they walked by and so on.",3
Mät Copenhagen,bbunke,"November 15, 2018",The slowest service ever,Never has it been so hard to order AND pay for two glasses of wine. The neighboring tables never managed to order and left the cafe. Very unprofessional.,1
Mät Copenhagen,giamppp,"November 4, 2018","Very good, but with room for improvement","The idea of the all-you-can-eat system is great. And the menu is quite satisfactory, there is good choice and most of the things are very tasty. However, two important remar ",4
Mät Copenhagen,carmeno488,"October 5, 2018",Terrible service experience,"A friend and I went to Mät for dinner. When we came in, we had to wait in line to be seated for a long time. The girl at the bar sitting people was extremely confused and could not answer the questions of the costumers in front of us neither could she answer our ",1
Mät Copenhagen,78maritw,"September 15, 2018",Lunch,"At first this looked like a nice place to eat lunch. But we had to wait 1,5h to get pur food and half of our order was forgotten.",1
Mät Copenhagen,fghj2018,"August 31, 2018",Do not recommend,Do not go there. You have to wait 1hr for the next meal. Not what  you orderd. Staff shouting at each other. Etc etc,1
Mät Copenhagen,Gamabi,"August 27, 2018",Place needs urgently improvement,"We ordered the first round, food came in acceptable time and was okay. Second round we waited for 80 minutes!!! Stressed waitres said apologies but it took another 20 minutes till food arrived. The Place needs proper cleaning!!!! Tablets sticky, toilets disgustingly dirty ",2
Mät Copenhagen,Mille F,"August 24, 2018",This was an absolute nightmare!!!!,"Came to eat late dinner - outside the rush hour and we waited for 45 minutes just to get our order taken - waited an additional 45 minutes and at that point we were told the kitchen had closed and wasn’t going to prepare our food, even though we order and 30 minutes before they closed the kitchen.. ",1
Mät Copenhagen,Ahosa,"August 14, 2018","Great concept, great food!","The concept is very nice: in two hours you can eat and drink as much as you want. The portions are small, beautyful, very well made and very tasty! Wines are deacent. Good thing is that you can order only 5 portions at the time to minimize the waste. Special thanks to our waitress who was super friendly :)",4
Mät Copenhagen,miinahelmiina,"August 7, 2018",As bad as it gets,One of the worst restaurant experiences of my life. I made a tripadvisor account just to write about it. It really was awfu ,1
Mät Copenhagen,Hildur S,"July 9, 2018","Long wait, OK food","Me and my partner went here for a late lunch. We dined outside and got to choose if we wanted to sit in the sun or the shade, which was nice. We ordered 2 burgers, 1 soft drink and 1 draft beer. We chose to sit in the sun and were rather thirsty from all the walking but the drinks didn’t come when they were ready, we just saw them on a tray at the service table. The food didn’t take too long to arrive and the drinks came with it. When I got my food I was parched and ordered a beer since I knew I would finish my drink in no time but it never came. We tried to contact a server for a few minutes to get our bill but it was very hard since they didn’t really pay attention to the tables, just brought the food and darted off. Finally caught a server’s attention and asked for the check, which we had to wait around 15 minutes for, and they didn’t have any coins to give us our change. The place wasn’t too busy so I don’t see any reason for the wait but the food was ok. Wouldn’t come here again, though.",2
Mät Copenhagen,simonemT9447FP,"July 5, 2018",Do not go here ,"Went with my friend, the service was absolutely horrible. Food was fine, but not worth the money at all. Drinks had been there all day. Bad experience, waste of money",1
Mät Copenhagen,HampusN95,"June 29, 2018",DON’T GO HERE!!,"DON'T GO HERE!!!!!! This might be...it IS the worst visit on a restuarant ever. We had a reservation for 13 people and when we arrived nothing was prepared with our table except our ""free"" salad. During our 15 minutes at the table the staff was yelling at us and talking to us as we were stupid. After many mistakes by the staff we insisted to leave without eating and without ordering any food. We told the staff that we could pay for the little drinks we've had and for the free salad only as goodwill. Then the staff told us that we had to pay full price for everything, even the food that we didn't order. I work myself in a service profession and this is NOT acceptable. I strongly recommend not going here eating/drinking at all. Let people that actually treats their customer with respect have a chance starting a proper restuarant in this location. If the manager reads this please contact me through facebook, I'd really want to talk to you. / Hampus",1
Mät Copenhagen,Tkej,"June 5, 2018",Freshly cooked eat as much as you can (in 2 hours!),"Interesting concept of paying 175K and then having two hours to order as much food (5 items at a time) as you want. Small portions but this doesn’t really matter when it’s unlimited. Very good food esp crab salad, mini burger and chilli con carne. Drinks works on same principle- 75K for an open bar of beer wine and softies. Service slightly slow given we visited early evening and there was only one other table occupied but to be honest we were grateful to sit and have a drink after a long days sightseeing. Desert options 40 ",4
Mät Copenhagen,Emanuelsen2511,"June 3, 2018",Grate food ,"We went to Mät and had the food and wine.
The food was great and you can eat all you want in 1 hour. The staff is not the service minded but nice",3
Mät Copenhagen,97theodork,"May 3, 2018",Terrible place,"Bad food, slow service, and I even heard the staff there complain about how corrupt their boss is and how they don't get all of their salaries and that the boss steals the tip money from the waiters! this is a terrible and corrupt organization...",1
Mät Copenhagen,Kolja D,"April 19, 2018","Terrible Experience, food never came, got harassed by staff","We were 4 people eating at the restaurant, with 2 persons being vegetarians. Before we ordered we asked if they have vegetarian dishes and the said sure and showed us a part of the menu with vegetarian dishes, which looked fi ",1
Mät Copenhagen,asmcgrif,"April 1, 2018",Eat here! Your wallet and Stomach will thank you.,"This restaurant and staff are the best! unique food offerings, set price menu for all you can eat and drink (liquor). Small plates with great, fresh ingredients. The concept is unique and fun, as are the staff! We had an amazing night of drinking, laughing and eating. This place is in a prime location of Copenhagen, so don't over look it as a tourist trap. This place is a gem!",5
Mät Copenhagen,Irinacatescu,"March 16, 2018","Great location, extremely long waiting time! ","Hey, guys! I came across this place by mistake when strolling the streets of the winter city. We went for a cup of coffee and the waiting time for that cappuccino it was one of the longest in my lif ",3
Mät Copenhagen,TasminKGG,"March 15, 2018",So underrated!,"This place is absolutely brilliant. My friends and I were told that Copenhagen would be way too expensive but this place is a brilliant find. You pay a set price for all you eat for two hours and then you can also pay for unlimited drinks which include beer and wine! The food was to an excellent standard l highly recommend the steak that comes with truffle oil and Parmesan cheese. There is a charge for meals that are left to discourage food waste, which was not a problem because there was not a drop of food left! It’s a lovely atmosphere and if I could rate it higher I would. A definite must do. ",5
Mät Copenhagen,Nkelln,"March 12, 2018",Fun place. Good food,What a fun place. But any place with all you can drink beer has to be fun. I had the pig meal and it was tasty. The mashed potatoes are also amazing. My friend had the short ribs and they were very fatty. Portions are small compared to North America and prices are high. But for the area it is reasonable. ,4
Mät Copenhagen,Sherpa745811,"December 26, 2017",Underrated Place in Copenhagen,Super nice place and delicious foods. Suitable for family visits too. The people are also very friendly and helpful. Totally recommended !,5
Mät Copenhagen,nikolasserioli,"November 2, 2017",Very cheap place and good quality of food and wine.,"I was in Copenaghen in holiday, and I was looking for a place to go to eat something ea ",4
Mät Copenhagen,CasperFrost,"October 12, 2017",Long waiting time - decent food - terrible ambiance and poor service,"Too few waiters, which means we were waiting a long time to hand in order, the front didn't close properly so there was a draft which meant we had to change to another table. The waiter misplaced our order meaning we had to wait a long time for the food. Halfway through the dinner, the music stops and isn't turned on again, the drinking water on the bar was lukewarm and not cold, the first chair I sat on had a broken backrest so I had to change the chair. The chili con carne can at best be described as lukewarm. All in all, a far from satisfying experience.",1
Mät Copenhagen,melissa n,"October 8, 2017",Fun Way to Try Everything,I had never eaten at a place like this. You pay a set price and your get two hours to try as much on the menu as you can or want. Drinks are extra but beer and wine is included in the extra cost. The staff was friendly the food was good. Not far from the city center,4
Mät Copenhagen,Nina G,"October 1, 2017",Cozy place and friendly service ,Had a very nice experience by trying different kind of dishes at a reasonable price! Only for 125 kr we could order 5 different meals for our lunch!,5
Mät Copenhagen,Valentina F,"September 25, 2017",Cozy and accesible!,"Great place, nice and cozy vibe. The food was amazing, and considering the location, prices and service, this cafe is completely worth to visit .",5
Mät Copenhagen,ggcaiazzo,"September 15, 2017","Good food, reasonable prices","Great variety for lunch or anytime. An vast array of beer. Typical pub food. 

During happy hour... 2 hrs... all you can drink beer for a set price. Not bad in an expensive city.",4
Mät Copenhagen,JaviPaz802,"September 11, 2017",Good food!,"Good food, awesome staff. You pay 175 dkk for 2 hrs of all you can eat. Besides the drinking deal is great. You cant miss it!",5
Mät Copenhagen,Marianne P,"September 11, 2017",Top place,"Cozy place, with great unlimited food for only 125!  Must place to eat in Copenhagen! Try the amazing burgers!",5
Mät Copenhagen,Agnieszka O,"September 11, 2017",Definitely recommending!,"Amazing experience! Cheap, a lot and really good food plus really nice staff. Definitely recommending 😊",5
Mät Copenhagen,33pupa33,"September 11, 2017",Great service,"Nice nice nice.! Service there is so cool ! They are always happy, smiling, willing to work with passion, energy and motivation ! ahhh... I want to go there again ... of course referring to food - it looks soo good, it tastes soo delicious , ( chicken wings mmm :)) ) in general - so nice place. Only one minus - the toilet is too small , and the door heavy.",5
Mät Copenhagen,Maria De Los An... S,"September 11, 2017",Great price-quality,"Really nice place to go with your friends, you get a great meal and service! Everything was really good, all of it in a nice place.",5
Mät Copenhagen,Andrei M,"September 10, 2017",Nice and cosy,"Nice location with a great menu, lots of options to choose from. The food was really good and the staff there are friendly and helpful.",5
Mät Copenhagen,JohannaM2384,"September 10, 2017",Great food for reasonable price,"Wonderful place, all-you-can-eat but not a messy buffet, you have 2 hours to order as maby dishes as you like, which are really tasty and classy. Also all-you-can-drink is available, pretty basic wines,  beer and beverages.",5
